,Material_,year_,PKT real_sum,StandardDeviation_mean
699,2201593,2024,3300,11.22889750068596
700,2201594,2023,18881,11.031612089063506
701,2201594,2024,2585,11.031612089063506
702,2201595,2023,21782,11.0068394247742
703,2201595,2024,3793,11.0068394247742
704,2201596,2023,18949,10.755800541280783
705,2201596,2024,3223,10.755800541280783
706,2201599,2023,10808,12.54241687991557
707,2201599,2024,1340,12.54241687991557
708,2201652,2022,381304,180.30903386148975
709,2201655,2022,221265,134.89270546871575
710,2201956,2022,146379,131.46375887867111
711,2202060,2023,195,11.917599031124796
712,2202075,2022,210506,62.24474917003317
713,2202076,2022,524219,102.50454714930264
714,2202077,2022,68713,34.1392901392691
715,2202078,2022,132339,52.85227690550625
716,2202079,2022,1161,7.087134295854183
717,2202080,2022,19971,70.7415422790605
718,2202082,2022,39488,73.94643116638693
719,2202083,2022,15081,44.278695873720196
720,2202084,2022,83009,127.46586399251026
721,2202085,2022,119887,44.48817443092209
722,2202086,2022,517810,102.31245129571192
723,2202087,2022,144447,68.92218155908864
724,2202088,2022,309658,173.5645151775203
725,2202089,2022,188922,151.91051677755112
726,2202090,2022,26782,22.7973271909035
727,2202091,2022,55822,58.443620117592495
728,2202092,2022,124234,132.06474295932347
729,2202135,2022,355572,152.03678951505458
730,2202207,2022,26336,98.0886825118203
731,2202208,2022,3517,43.07624238274386
732,2202209,2022,81000,112.48814827410787
733,2202210,2022,138811,209.43249880206125
734,2202211,2022,26696,76.05641828611661
735,2202212,2022,43923,92.60198368194179
736,2202310,2022,117625,42.796011257422755
737,2202311,2022,225525,80.04582446140562
738,2202312,2022,245587,220.24986703662145
739,2202313,2022,494885,237.9796367254021
740,2202314,2022,46624,68.34205646003613
741,2202315,2022,491048,144.9771750691551
742,2202315,2023,101069,144.9771750691551
743,2202319,2022,144014,107.10793423811336
744,2202320,2022,33172,57.82828693909578
745,2202321,2022,14207,56.135062745541326
746,2202322,2022,34597,55.86046500510235
747,2202323,2022,29264,40.289886470468765
748,2202324,2022,63642,77.24134867970034
749,2202325,2022,167588,111.36575289983968
750,2202326,2022,1348226,329.9942750753412
751,2202327,2022,200707,147.75478053638116
752,2202328,2022,242960,167.52965318859165
753,2202329,2022,54439,52.011105892074376
754,2202330,2022,212191,121.70228556040858
755,2202331,2022,129203,87.69655263786467
756,2202334,2022,2830,10.05548879673721
757,2202334,2023,3049,10.05548879673721
758,2202335,2022,180830,57.713606358242636
759,2202336,2022,24176,16.716566728337877
760,2202337,2022,65068,22.589442972974265
761,2202338,2022,178835,58.379758279752146
762,2202339,2022,81636,30.755181485427336
763,2202450,2022,317498,178.47627747368614
764,2202451,2022,755289,230.91808478495116
765,2202451,2023,45942,230.91808478495116
766,2202453,2022,199540,105.94074328577295
767,2202454,2022,425233,188.92379095768743
768,2202455,2023,82,11.823705003085962
769,2202456,2022,256989,166.0337173985969
770,2202456,2023,1293,166.0337173985969
771,2202457,2022,637030,214.7538569755121
772,2202457,2023,38039,214.75385697551206
773,2202460,2022,287332,151.3207678527774
774,2202461,2023,269,11.07090488916489
775,2202462,2022,94877,91.98018538372762
776,2202462,2023,416,91.98018538372762
777,2202475,2023,425,23.354968324845686
778,2202477,2022,121538,151.67150111918573
779,2202482,2022,314743,124.44492468896327
780,2202482,2023,21019,124.44492468896327
781,2202563,2023,11369,88.02349660775913
782,2202563,2024,190,88.02349660775913
783,2202665,2023,24127,12.36917447234163
784,2202665,2024,3441,12.36917447234163
785,2202673,2023,15514,10.740996758355518
786,2202673,2024,2203,10.740996758355518
787,2202702,2023,20039,10.13718952123835
788,2202702,2024,3298,10.13718952123835
789,2202703,2023,22604,10.568301179175194
790,2202703,2024,3593,10.568301179175194
791,2202704,2023,26093,12.076429899130469
792,2202704,2024,4716,12.076429899130469
793,2202901,2023,48,8.0
794,2202902,2023,6264,36.85471842614281
795,2203181,2023,55929,105.48841095958943
796,2203185,2023,54225,97.45670349344404
797,2203189,2023,6476,13.156527338081375
798,2203190,2023,8486,12.845016399342894
799,2203191,2023,9841,24.068074539907485
800,2203192,2023,90998,129.21134948683127
801,2203193,2023,35167,57.02357495386513
802,2203194,2023,63801,56.953332310735384
803,2203195,2023,57019,57.33179835837178
804,2203196,2023,184566,154.68247609723122
805,2203197,2023,16064,67.24965565790272
806,2203198,2023,188144,227.30391203525517
807,2203202,2023,165614,212.01136784244386
808,2203203,2023,84228,262.57563654012097
809,2203204,2023,637881,321.6454873320325
810,2203205,2023,626757,337.39592138834814
811,2203206,2023,139128,263.0051203217827
812,2203207,2023,34977,51.31544246266527
813,2203208,2023,41285,73.47423166209869
814,2203209,2023,12698,12.346230389734128
815,2203210,2023,4260,13.367260405722268
816,2203211,2023,235950,135.0907569637886
817,2203212,2023,374229,206.4391830841873
818,2203214,2023,65295,79.0597044690667
819,2203215,2023,55869,80.2607392566171
820,2203265,2023,25543,82.99065002344415
821,2203266,2023,103488,218.4011409677611
822,2203269,2023,2858,18.052458809494187
823,2203270,2023,4634,39.99894663455708
824,2203271,2023,20883,84.40021970549147
825,2203272,2023,8762,32.35431908930959
826,2203274,2023,55969,48.67297118147642
827,2203275,2023,461198,307.5745547374659
828,2203276,2023,20570,24.882837870924774
829,2203277,2023,41896,56.96453736673765
830,2203278,2023,34310,85.65821015632542
831,2203279,2023,46252,41.61187540505926
832,2203280,2023,11168,12.569681162086622
833,2203281,2023,11313,13.293009468495072
834,2203282,2023,94918,91.74956810293914
835,2203283,2023,16826,22.546392051837834
836,2203284,2023,66433,68.39286360171812
837,2203285,2023,39637,32.86861636953882
838,2203287,2023,185925,150.2417050918941
839,2203288,2023,213424,178.7370176578524
840,2203289,2023,25424,21.283712403805612
841,2203290,2023,349286,130.37807538715552
842,2203291,2023,30909,82.19220072844374
843,2203297,2023,50807,189.3374649172414
844,2203305,2023,86943,208.39631723340491
845,2203306,2023,17239,67.63477338283766
846,2203307,2023,127297,227.3590497049311
847,2203308,2023,216502,247.23342374785958
848,2203309,2023,63963,271.97396255441265
849,2203310,2023,84975,85.91344382667471
850,2203311,2023,18465,36.58995013221372
851,2203312,2023,12594,97.62717592232681
852,2203320,2023,44128,118.68684777749488
853,2203321,2023,41139,109.79495958468377
854,2203828,2023,3572,19.634662982470527
855,2203829,2023,4229,36.57719556754131
856,2203830,2023,2589,16.388055424566918
857,2203831,2023,2514,17.21470940119708
858,2203832,2023,1852,12.774057804590953
859,2203833,2023,2069,12.086049588749038
860,2203834,2023,3486,41.47800197356583
861,2203835,2023,3278,23.346083227122175
862,2203836,2023,1641,33.967499447622195
863,2203837,2023,1571,73.38323720365274
864,2203838,2023,1022,13.016065278203722
865,2203839,2023,946,12.412426619241034
866,2203841,2023,1373,48.977524707232554
867,2203842,2023,2900,18.334465551132116
868,2203906,2023,145539,29.937099523700645
869,2203906,2024,18134,29.937099523700642
870,2204224,2023,21771,17.544230866825526
871,2204225,2023,7186,10.512851538565144
872,2204226,2023,96459,45.13350217603242
873,2204227,2023,7342,10.296666475822313
874,2204228,2023,6462,9.959528472076231
875,2204229,2023,5567,9.909391287588036
876,2204230,2023,4749,16.960479732146116
877,2204231,2023,7491,13.852983350343461
878,2204232,2023,61624,56.54087519306223
879,2204233,2023,29291,20.123964046869272
880,2204383,2023,8406,50.32873362067769
881,2204386,2023,1186,43.4135000493163
882,2204387,2023,104734,145.84203355089042
883,2204388,2023,334565,104.04935397332939
884,2204390,2023,34619,57.35102777744099
885,2204391,2023,38458,73.16520352495304
886,2204393,2023,49074,55.08822236366379
887,2204394,2023,211196,169.1713906729029
888,2204395,2023,189665,103.22897694037819
889,2204396,2023,73078,70.44215428170523
890,2204397,2023,2823,23.806852317932893
891,2204398,2023,54760,61.31811907272605
892,2204409,2023,11941,41.66595482194673
893,2204410,2023,46504,109.01061047454772
894,2204411,2023,81620,121.57642236487919
895,2204412,2023,97975,72.70714076287096
896,2204413,2023,27016,43.16074082357791
897,2204414,2023,150259,151.05132245053787
898,2204415,2023,101109,128.00407267125763
899,2204416,2023,42617,101.00604233195423
900,2204422,2022,39309,94.26058072252158
901,2204423,2023,1157,13.406702895927936
902,2204424,2022,70502,120.43258080849503
903,2204424,2023,889,120.43258080849502
904,2204425,2022,35469,95.94479514292962
905,2204425,2023,19,95.94479514292964
906,2204487,2023,201941,57.74976907650441
907,2204487,2024,24145,57.74976907650441
908,2204488,2023,294900,60.8229278348517
909,2204488,2024,35968,60.8229278348517
910,2204512,2023,103275,313.9533937198756
911,2204539,2023,68699,91.62520467536453
912,2204540,2023,4248,11.671494451522737
913,2204541,2023,20615,46.21835506811203
914,2204542,2023,64724,85.19668662204296
915,2204543,2023,4618,11.51129615355887
916,2204544,2023,14881,71.89845615291597
917,2204545,2023,4230,42.74478288845294
918,2204548,2023,53693,172.9589843923871
919,2204549,2023,35423,68.28656691629303
920,2204551,2023,37795,117.05286574099362
921,2204552,2023,21651,33.30832244092105
922,2204619,2023,698711,87.30068633090951
923,2204619,2024,1050,87.30068633090951
924,2204620,2023,418930,88.98944987893178
925,2204620,2024,7650,88.98944987893178
926,2204621,2023,356301,87.57953751828767
927,2204621,2024,6400,87.57953751828767
928,2204622,2023,429321,73.30598808751628
929,2204622,2024,7025,73.30598808751628
930,2204624,2024,1500,0.0
931,2204625,2024,4225,122.98373876248843
932,2204626,2024,4500,0.0
933,2204627,2024,1900,320.1562118716424
934,2204628,2024,900,
935,2204629,2024,900,
936,2204688,2023,158885,92.76835433879774
937,2204688,2024,900,92.76835433879774
938,2204689,2023,350250,0.0
939,2204689,2024,750,0.0
940,2204690,2023,179100,138.61842352323646
941,2204690,2024,750,138.61842352323646
942,2204691,2023,250260,81.12466911459151
943,2204691,2024,2700,81.12466911459151
944,2204692,2023,150325,61.29114106418746
945,2204692,2024,350,61.291141064187464
946,2204693,2023,370775,21.328129615679508
947,2204693,2024,750,21.328129615679508
948,2204694,2023,104600,158.54999256294514
949,2204694,2024,1048,158.54999256294514
950,2204695,2023,260760,42.92744728651816
951,2204695,2024,900,42.92744728651816
952,2204696,2023,105275,87.17192222882123
953,2204696,2024,548,87.17192222882123
954,2204698,2023,280100,84.04678605766085
955,2204704,2023,280651,104.92913887544859
956,2204705,2023,154202,300.2427096888147
957,2204714,2023,32650,128.1025230440697
958,2204715,2023,16950,97.63654406441324
959,2204723,2023,39265,33.76996712094467
960,2204723,2024,8070,33.76996712094467
961,2204726,2023,1088,56.888967383220084
962,2204727,2023,1552,46.94132208724256
963,2204728,2023,1029,20.092717575730244
964,2204729,2023,2686,17.72379400890204
965,2204738,2023,432420,162.1707480803401
966,2204746,2023,275838,127.81338952126379
967,2204750,2023,54079,264.1816848875783
968,2204751,2023,82321,345.2445960615829
969,2204753,2023,412659,313.27865900076534
970,2204754,2023,25519,296.7050507421846
971,2204755,2023,224941,231.8311919116168
972,2204759,2023,16034,18.04628451050739
973,2204761,2023,2010,78.46568445099831
974,2204762,2023,30772,180.5857285005488
975,2204763,2023,67850,198.5195648880287
976,2204766,2023,13325,16.584649164550083
977,2204767,2023,69200,65.49615239644847
978,2204768,2023,89225,55.379043548163274
979,2204769,2023,141318,58.71895475818801
980,2204770,2023,123381,64.12372037679248
981,2204771,2023,15129,16.204150479308307
982,2204772,2023,10674,13.074467376979335
983,2204773,2023,282303,151.06407786224028
984,2204774,2023,443267,237.1175663000488
985,2204776,2023,108519,87.77202115284219
986,2204777,2023,194197,99.31598077526317
987,2204779,2023,42932,42.02739483520105
988,2204780,2023,190302,208.85413579309102
989,2204782,2023,211543,236.15326885581953
990,2204783,2023,8328,46.61461024156944
991,2204783,2024,800,46.61461024156944
992,2204784,2023,1072927,264.86173840142635
993,2204785,2023,1120718,291.07361463527263
994,2204786,2023,220855,288.28072886884996
995,2204787,2023,189483,97.03280161673429
996,2204788,2023,66377,37.937001838998285
997,2204789,2023,6047,114.64219660866354
998,2204798,2023,264305,166.0835447229252
999,2204799,2023,360345,186.27922889722691
1000,2204800,2023,29007,23.904828493961546
1001,2204832,2023,446802,86.2707361677067
1002,2204832,2024,39771,86.2707361677067
1003,2204833,2023,462527,67.91159536180938
1004,2204833,2024,52725,67.91159536180938
1005,2204834,2023,1021022,65.54322182316572
1006,2204834,2024,108900,65.54322182316572
1007,2204835,2023,1181137,103.3662292774272
1008,2204835,2024,132000,103.3662292774272
1009,2204836,2023,532978,147.92409129516878
1010,2204836,2024,57150,147.92409129516878
1011,2204837,2023,203252,106.71187473162773
1012,2204837,2024,19575,106.71187473162773
1013,2204838,2023,147052,112.79631286846795
1014,2204838,2024,13350,112.79631286846794
1015,2204839,2023,102127,274.65998886397455
1016,2204839,2024,10150,274.65998886397455
1017,2204840,2023,162577,262.2792585978265
1018,2204840,2024,18175,262.2792585978265
1019,2204841,2023,179552,172.2027867116087
1020,2204841,2024,20900,172.2027867116087
1021,2204842,2023,368427,120.64074119045661
1022,2204842,2024,34650,120.64074119045662
1023,2204843,2023,274727,139.10301046569057
1024,2204843,2024,34275,139.10301046569057
1025,2204844,2023,139003,294.09708859484897
1026,2204844,2024,10050,294.09708859484897
1027,2204845,2023,106262,148.65073186383185
1028,2204845,2024,1950,148.65073186383185
1029,2204846,2023,67352,127.1418261471966
1030,2204846,2024,2625,127.1418261471966
1031,2204847,2023,95628,85.81123910087192
1032,2204848,2023,196725,50.14753554971823
1033,2204849,2024,900,
1034,2204850,2023,542001,44.43982604864551
1035,2204850,2024,7000,44.43982604864551
1036,2204851,2023,135750,32.25624162286201
1037,2204851,2024,3920,32.25624162286201
1038,2204852,2023,70370,43.12194902323166
1039,2204852,2024,4090,43.12194902323166
1040,2204853,2023,477200,6.137067938998001
1041,2204854,2024,408,8.48528137423857
1042,2204859,2023,49266,94.57521919825628
1043,2204860,2023,81715,53.82829613924172
1044,2204862,2023,19575,14.177288111598763
1045,2204863,2023,16976,15.400366894870885
1046,2204864,2023,36895,29.647490597028064
1047,2204865,2023,327087,201.34581571304165
1048,2204866,2023,25465,80.72101148231086
1049,2204868,2023,105805,49.378978874374916
1050,2204869,2023,754030,315.07130209103906
1051,2204870,2023,17081,46.886411015406196
1052,2204871,2023,202508,103.27116815802907
1053,2204872,2023,192221,70.2060152434822
1054,2204873,2023,33139,25.70305192270082
1055,2204874,2023,108957,53.65914700670492
1056,2204875,2023,76230,37.55561296635175
1057,2204876,2023,31202,81.76232500587336
1058,2204877,2023,199224,243.66253059787263
1059,2204879,2023,26260,74.24584962489782
1060,2204879,2024,10,74.24584962489782
1061,2204880,2023,38044,98.0801086037515
1062,2204880,2024,4051,98.0801086037515
1063,2205046,2023,7950,13.609092917116733
1064,2205086,2023,29846,17.485375075348006
1065,2205210,2023,86180,64.15233302587536
1066,2205211,2023,85029,47.02669414730861
1067,2205212,2023,58859,78.37344829035149
1068,2205213,2023,108476,70.86047280125356
1069,2205214,2023,255527,166.61025604985184
1070,2205215,2023,228474,104.46125880792326
1071,2205217,2023,152865,71.72493728485519
1072,2205218,2023,413295,76.3526901038643
1073,2205219,2023,147371,56.06418986327497
1074,2205220,2023,104729,154.16233143409883
1075,2205221,2023,292335,183.10715928752074
1076,2205222,2023,170045,121.10794611358169
1077,2205223,2023,584367,104.6033337669017
1078,2205224,2023,283170,74.48561753401638
1079,2205225,2023,37715,28.077530118097933
1080,2205226,2023,179870,131.23785553404414
1081,2205227,2023,92310,65.32101973258123
1082,2205228,2023,31268,43.217269622711925
1083,2205229,2023,188723,121.02613786516672
1084,2205230,2023,315560,136.67182091568213
1085,2205231,2023,321069,74.91869361764377
1086,2205232,2023,248919,47.97240810937366
1087,2205233,2023,180504,46.64046013245763
1088,2205374,2023,26529,21.839488935643917
1089,2205375,2023,16372,12.095410621907432
1090,2205376,2023,26008,46.62753230026986
1091,2205377,2023,10549,13.770157066966723
1092,2205378,2023,22560,10.734089543257614
1093,2205379,2023,16257,9.840033233721075
1094,2205380,2023,16003,21.325294723832883
1095,2205381,2023,32413,20.765455292523868
1096,2205382,2023,65954,63.89592776044649
1097,2205383,2023,30634,29.00084172057944
1098,2205388,2023,8113,25.49026582865606
1099,2205388,2024,1160,25.49026582865606
1100,2205389,2023,52092,63.20693525905982
1101,2205389,2024,24,63.20693525905982
1102,2205479,2023,176060,35.56859953449504
1103,2205713,2023,66310,61.71420856270947
1104,2205714,2023,54006,24.492888637305818
1105,2205715,2023,177537,139.85681988499167
1106,2205874,2023,2181,9.507399615001004
1107,2205874,2024,232,9.507399615001004
1108,2206551,2023,139738,226.47354560752456
1109,2206551,2024,15450,226.47354560752453
1110,2206552,2023,97763,321.46932499145976
1111,2206552,2024,10610,321.46932499145976
1112,2206602,2024,910,16.731442749224833
1113,2206603,2024,24128,112.17949543613986
1114,2206604,2024,19886,62.28043593677009
1115,2206610,2023,3352,8.299779118391589
1116,2206610,2024,714,8.299779118391589
1117,2206650,2023,552275,183.53923861643597
1118,2206653,2023,323653,134.8325302830181
1119,2206681,2023,58278,116.74861897487538
1120,2206681,2024,880,116.74861897487538
1121,2206756,2023,33325,37.47985749785237
1122,2206756,2024,8477,37.47985749785237
1123,2206757,2023,43497,32.148274515858965
1124,2206757,2024,8802,32.148274515858965
1125,2206803,2023,91968,113.76322257350631
1126,2206804,2023,158273,215.25457449008638
1127,2206993,2024,2764,32.82220124260312
1128,2207064,2023,654284,213.67507981613952
1129,2207065,2023,550668,178.15713704986194
1130,2207066,2023,406744,187.06240681630507
1131,2207067,2023,140797,112.12697137310768
1132,2207068,2023,725625,346.9699260729015
1133,2207073,2023,29724,249.94039102632064
1134,2207074,2023,271199,334.69453991839146
1135,2207075,2023,1555392,316.0239061673173
1136,2207076,2023,29151,302.26156077077775
1137,2207077,2023,342384,237.9597421271329
1138,2207078,2023,543586,207.1242504152167
1139,2207079,2023,31421,84.74824500816207
1140,2207080,2023,74939,167.80540759174255
1141,2207081,2023,66493,208.27298940608134
1142,2207082,2023,285935,133.18501610243356
1143,2207230,2023,225239,332.0861122012982
1144,2207231,2023,164894,96.45320001404436
1145,2207232,2023,171374,91.10784786187908
1146,2207233,2023,14933,12.281016038855505
1147,2207234,2023,50917,31.464319936828883
1148,2207235,2023,115064,78.84997932146725
1149,2207236,2023,102966,42.85278580176556
1150,2207237,2023,10136,11.324770649331027
1151,2207238,2023,51228,82.30607038150751
1152,2207239,2023,34086,58.65817515913992
1153,2207410,2023,169407,76.9458309302888
1154,2207411,2023,23964,22.60388072593575
1155,2207412,2023,64315,34.91717728357262
1156,2207413,2023,188464,112.29478454683925
1157,2207414,2023,66866,66.17053349849829
1158,2207415,2023,19009,26.878221787596164
1159,2207416,2023,35633,37.591121615252156
1160,2207417,2023,34107,20.61680399252008
1161,2207418,2023,28524,16.754169129877695
1162,2207419,2023,22214,11.799092511386643
1163,2207419,2024,3023,11.799092511386645
1164,2207423,2023,769576,32.25525811848832
1165,2207424,2023,831901,46.82742630528428
1166,2207470,2023,15521,26.505095832015034
1167,2207471,2023,14705,27.34520881228062
1168,2207473,2023,9587,23.7767164223172
1169,2207474,2023,18792,25.1296228856135
1170,2207476,2023,5692,26.295428627278255
1171,2207478,2023,8392,24.52132944896774
1172,2207625,2024,27189,34.5423643357554
1173,2207781,2023,193402,321.62134032000284
1174,2207781,2024,1230,321.62134032000284
1175,2207782,2023,528982,130.33265732126418
1176,2207782,2024,1200,130.33265732126418
1177,2207810,2023,369138,378.41812249995695
1178,2207824,2023,406194,177.86092599223375
1179,2207825,2023,246865,142.735884863997
1180,2207826,2023,145135,94.35196358904577
1181,2207827,2023,96427,46.72645916882018
1182,2207911,2023,61348,73.52818474725811
1183,2207912,2023,15306,123.97589500448751
1184,2207912,2024,2150,123.9758950044875
1185,2207913,2023,15108,129.21991008067306
1186,2207913,2024,1912,129.21991008067306
1187,2207944,2023,25354,61.44821335728695
1188,2207945,2023,20298,45.91750975496098
1189,2207946,2023,130279,73.31599082200634
1190,2207947,2023,42228,66.10620661163051
1191,2207958,2023,28686,68.56509557130448
1192,2207965,2023,121311,70.39741352548289
1193,2207996,2023,74943,172.17648397036822
1194,2208041,2023,164605,11.894704125763855
1195,2208334,2023,423351,12.624390346691717
1196,2208349,2023,3204,87.28965036079185
1197,2208349,2024,579,87.28965036079185
1198,2208362,2024,19269,162.41820620418935
1199,2208363,2024,26532,184.40768735791676
1200,2208365,2023,13996,115.63327858641003
1201,2208365,2024,2125,115.63327858641001
1202,2208366,2023,71780,123.58783757020254
1203,2208366,2024,26,123.58783757020254
1204,2208367,2023,58063,128.21025157971573
1205,2208368,2023,41055,84.71657742675032
1206,2208368,2024,12,84.71657742675032
1207,2208369,2023,29828,51.40277734186592
1208,2208369,2024,318,51.402777341865914
1209,2208605,2023,90330,95.7020686382722
1210,2208605,2024,13500,95.7020686382722
1211,2208622,2023,11575,25.315528307211036
1212,2208623,2023,17932,47.89214383020341
1213,2208657,2023,72308,153.71179484992783
1214,2208658,2023,125692,179.6585419838013
1215,2208659,2023,62209,119.8417091751396
1216,2208667,2024,5125,107.28976220307824
1217,2208668,2023,33103,32.68427559219237
1218,2208770,2023,684702,187.23489503660807
1219,2208770,2024,6,187.23489503660807
1220,2208771,2023,799731,213.49047270492514
1221,2208771,2024,5,213.4904727049251
1222,2208772,2023,725697,182.18727559919247
1223,2208772,2024,34,182.18727559919247
1224,2208773,2023,87988,73.91811712912441
1225,2208773,2024,14,73.91811712912441
1226,2208811,2023,104536,143.8069993072095
1227,2208811,2024,310,143.8069993072095
1228,2208812,2023,158683,90.9576736118206
1229,2208813,2023,37049,18.569256958224337
1230,2208813,2024,7341,18.569256958224337
1231,2208814,2023,39718,19.30808122521588
1232,2208814,2024,5470,19.30808122521588
1233,2208815,2023,78208,27.311138893824698
1234,2208815,2024,2,27.311138893824698
1235,2208816,2023,681784,217.23144275710462
1236,2208817,2023,208156,95.471023897128
1237,2208817,2024,2,95.471023897128
1238,2208818,2023,1683189,319.91674445516145
1239,2208818,2024,11131,319.91674445516145
1240,2208819,2023,402766,126.58034082095823
1241,2208819,2024,391,126.58034082095823
1242,2208820,2023,323468,142.62216545186763
1243,2208821,2023,64263,43.172773655365546
1244,2208821,2024,20,43.172773655365546
1245,2208822,2023,227328,110.51822731780923
1246,2208823,2023,151791,86.92536347680571
1247,2208824,2023,65516,103.81321482625239
1248,2208824,2024,10060,103.81321482625239
1249,2208825,2023,429111,268.9390784816909
1250,2208825,2024,35895,268.9390784816909
1251,2208826,2024,11022,15.163368319800936
1252,2208827,2023,407791,130.7980928814982
1253,2208827,2024,36097,130.7980928814982
1254,2208828,2023,426333,196.96039280684863
1255,2208850,2023,269153,129.98245398178258
1256,2208850,2024,10296,129.98245398178258
1257,2208851,2023,18536,78.14806495591212
1258,2208852,2023,118439,155.26568679509487
1259,2208853,2024,1,
1260,2208855,2024,26995,82.47325253490027
1261,2208856,2023,775405,221.78302807836047
1262,2208856,2024,43038,221.78302807836045
1263,2208857,2023,17979,11.970867517335625
1264,2208858,2023,103269,70.01138882676626
1265,2208858,2024,3892,70.01138882676626
1266,2208859,2023,208413,115.07490590394092
1267,2208859,2024,11451,115.0749059039409
1268,2208860,2023,19380,52.15328126096567
1269,2208861,2023,83849,145.46182476492106
1270,2208862,2024,307,41.61476767793963
1271,2208863,2024,4281,36.15470459183693
1272,2208864,2023,503207,179.90372975757947
1273,2208864,2024,30891,179.90372975757947
1274,2208865,2023,16087,11.896955820189095
1275,2208865,2024,7,11.896955820189095
1276,2208884,2023,376481,208.26009138489263
1277,2208884,2024,51150,208.26009138489263
1278,2208885,2023,1142397,258.68575254344677
1279,2208885,2024,3,258.68575254344677
1280,2208886,2023,27475,91.68350029343614
1281,2208886,2024,8712,91.68350029343615
1282,2208887,2023,370098,113.29701353720975
1283,2208887,2024,22850,113.29701353720976
1284,2208889,2023,604270,291.2830418419464
1285,2208889,2024,27294,291.2830418419464
1286,2208890,2023,1282108,280.3506312963359
1287,2208890,2024,857,280.3506312963359
1288,2208891,2023,288356,256.79307568087484
1289,2208891,2024,75,256.79307568087484
1290,2208892,2023,27648,105.54556798179645
1291,2208892,2024,8163,105.54556798179645
1292,2208893,2023,354261,112.90738937501708
1293,2208893,2024,16304,112.90738937501706
1294,2208895,2023,57440,109.45943104599094
1295,2208895,2024,4126,109.45943104599093
1296,2208896,2023,88690,49.078797354721964
1297,2208896,2024,1836,49.078797354721964
1298,2208897,2023,216426,119.35381710302397
1299,2208897,2024,19237,119.35381710302399
1300,2208898,2023,49047,19.540304719747464
1301,2208898,2024,21,19.540304719747464
1302,2208899,2023,34182,15.284287748412616
1303,2208899,2024,5364,15.284287748412616
1304,2208900,2023,21241,16.245447054386915
1305,2208900,2024,4478,16.245447054386915
1306,2208905,2023,341987,103.6728176415094
1307,2208987,2023,14422,22.874474515438163
1308,2208988,2023,271858,137.1025948312644
1309,2208988,2024,10515,137.1025948312644
1310,2208989,2023,1272628,262.9706680581254
1311,2208989,2024,58914,262.9706680581254
1312,2208990,2023,282781,221.18127228683016
1313,2208990,2024,11279,221.1812722868302
1314,2208993,2023,749572,276.0925910657412
1315,2208993,2024,33648,276.0925910657412
1316,2208994,2023,891917,198.48880357232773
1317,2208994,2024,31206,198.48880357232773
1318,2208995,2023,1205414,341.6896763910646
1319,2208995,2024,98691,341.68967639106467
1320,2208996,2023,26686,14.392056610332457
1321,2208997,2023,105262,90.67525840279555
1322,2208997,2024,6550,90.67525840279555
1323,2208998,2023,413207,163.530478873208
1324,2208998,2024,18749,163.530478873208
1325,2208999,2023,37309,82.26361443004008
1326,2208999,2024,24,82.26361443004008
1327,2209002,2023,462156,149.37596009464602
1328,2209002,2024,616,149.37596009464602
1329,2209003,2023,29395,13.626297552794801
1330,2209003,2024,27,13.626297552794801
1331,2209004,2023,190501,93.90380190250656
1332,2209004,2024,21118,93.90380190250656
1333,2209005,2023,188916,96.0906969651292
1334,2209005,2024,20137,96.0906969651292
1335,2209141,2023,169830,46.509734686921206
1336,2209186,2023,288508,72.49448986059922
1337,2209186,2024,13856,72.49448986059922
1338,2209187,2023,112655,46.25289589322803
1339,2209187,2024,10593,46.25289589322803
1340,2209188,2023,266417,73.67222779761818
1341,2209188,2024,27300,73.67222779761818
1342,2209189,2023,249363,56.45671233138079
1343,2209189,2024,20550,56.45671233138079
1344,2209190,2023,225960,178.38935405520854
1345,2209191,2023,1258419,104.94392715981786
1346,2209191,2024,256435,104.94392715981786
1347,2209192,2023,125007,76.97936617596271
1348,2209193,2023,304168,76.20706348295529
1349,2209194,2023,184226,51.08107603593096
1350,2209195,2023,251271,60.419236426024
1351,2209195,2024,19104,60.41923642602399
1352,2209196,2023,333556,143.42545974012936
1353,2209197,2023,559812,173.5257792148964
1354,2209198,2023,64497,29.23669993181679
1355,2209198,2024,9427,29.23669993181679
1356,2209199,2023,258347,109.33654129567535
1357,2209199,2024,24218,109.33654129567535
1358,2209200,2023,67290,46.6142163252503
1359,2209200,2024,4470,46.61421632525029
1360,2209201,2023,106702,109.7570107612214
1361,2209202,2023,249681,74.57952273584834
1362,2209204,2023,216019,129.22747870480484
1363,2209205,2023,158546,120.0010712070162
1364,2209548,2023,96795,70.72424463289141
1365,2209550,2023,45334,68.93864591950876
1366,2209551,2023,3799,36.38628219676349
1367,2209561,2023,60205,87.92103776862517
1368,2209562,2023,158455,131.47993041387184
1369,2209628,2023,81720,65.46442531155456
1370,2209628,2024,21845,65.46442531155456
1371,2209629,2023,12590,55.032408571118395
1372,2209634,2023,3192996,321.6647151122996
1373,2209634,2024,58106,321.6647151122996
1374,2209638,2023,955890,238.3343914545293
1375,2209638,2024,85,238.3343914545293
1376,2209698,2023,194496,105.47033147169705
1377,2209698,2024,34416,105.47033147169707
1378,2209704,2023,1034250,16.84095853900632
1379,2209704,2024,39000,16.84095853900632
1380,2209705,2023,492725,10.068362807614108
1381,2209705,2024,70975,10.068362807614108
1382,2209716,2023,250788,151.63855839523112
